 ;Area;Circ.;Feret;FeretX;FeretY;FeretAngle;MinFeret;AR;Round;Solidity
3157;6.445E-4;0.881;0.039;8.933;8.525;21.801;0.022;1.603;0.624;0.949
3158;3.484E-5;0.809;0.011;6.388;8.511;116.565;0.005;2.082;0.480;0.857
3159;0.005;0.441;0.144;4.908;8.547;170.380;0.058;2.974;0.336;0.750
3160;3.135E-4;0.975;0.025;8.494;8.549;60.945;0.019;1.341;0.746;0.908
3161;2.903E-5;1.000;0.009;9.622;8.535;56.310;0.005;1.553;0.644;0.909
3162;1.161E-5;1.000;0.005;5.634;8.533;116.565;0.002;2.000;0.500;1.000
3163;1.452E-4;0.954;0.018;8.065;8.540;15.945;0.012;1.354;0.739;0.862
3164;6.387E-5;0.976;0.011;1.646;8.537;116.565;0.010;1.035;0.966;0.846
3165;2.323E-5;0.740;0.010;9.492;8.542;165.964;0.002;4.000;0.250;1.000
3166;1.161E-5;1.000;0.005;2.954;8.547;116.565;0.002;2.000;0.500;1.000
3167;5.806E-5;1.000;0.012;9.723;8.559;53.130;0.007;1.551;0.645;0.909
3168;5.110E-4;0.809;0.035;1.660;8.573;33.690;0.021;1.683;0.594;0.898
3169;1.161E-4;0.965;0.015;7.747;8.559;161.565;0.012;1.303;0.767;0.833
3170;1.452E-4;1.000;0.016;8.631;8.559;153.435;0.012;1.177;0.849;0.926
3171;6.387E-5;1.000;0.012;1.029;8.561;126.870;0.007;1.372;0.729;0.957
3172;1.161E-5;1.000;0.005;7.740;8.561;153.435;0.002;2.000;0.500;1.000
3173;8.129E-5;0.993;0.013;6.680;8.566;111.801;0.010;1.437;0.696;0.824
3174;5.806E-5;0.982;0.011;7.798;8.573;26.565;0.009;1.241;0.806;0.800
3175;8.129E-5;1.000;0.014;1.853;8.571;135.000;0.010;1.319;0.758;0.933
3176;4.064E-4;0.351;0.036;4.711;8.571;118.301;0.027;1.246;0.802;0.617
3177;8.710E-5;1.000;0.014;7.819;8.581;45.000;0.010;1.137;0.880;0.968
3178;5.806E-6;1.000;0.003;2.099;8.578;135.000;0.002;1.000;1.000;1.000
3179;0.002;0.403;0.104;7.260;8.653;45.939;0.056;1.715;0.583;0.713
3180;9.871E-5;0.911;0.015;8.614;8.590;38.660;0.011;1.602;0.624;0.829
3181;3.426E-4;0.722;0.030;5.128;8.581;118.610;0.020;1.520;0.658;0.819
3182;1.394E-4;1.000;0.016;1.072;8.586;153.435;0.012;1.222;0.818;0.906
3183;1.742E-5;1.000;0.007;7.786;8.583;135.000;0.005;1.464;0.683;0.857
3184;5.806E-6;1.000;0.003;5.805;8.586;135.000;0.002;1.000;1.000;1.000
3185;3.484E-5;1.000;0.009;1.205;8.588;123.690;0.005;1.500;0.667;1.000
3186;4.064E-4;0.770;0.033;5.361;8.617;59.744;0.019;1.879;0.532;0.875
3187;1.277E-4;0.564;0.024;1.648;8.612;66.038;0.009;3.129;0.320;0.786
3188;6.387E-5;0.780;0.014;1.870;8.595;120.964;0.008;2.134;0.469;0.759
3189;2.903E-5;1.000;0.009;2.046;8.595;146.310;0.005;1.553;0.644;0.909
3190;8.129E-5;1.000;0.013;5.973;8.602;21.801;0.010;1.264;0.791;0.848
3191;7.026E-4;0.948;0.034;6.966;8.595;111.038;0.029;1.110;0.901;0.910
3192;9.290E-5;1.000;0.014;8.323;8.598;135.000;0.010;1.150;0.869;0.889
3193;2.323E-5;1.000;0.007;8.778;8.595;135.000;0.005;1.000;1.000;1.000
3194;1.335E-4;0.878;0.020;3.614;8.612;45.000;0.010;2.027;0.493;0.885
3195;1.858E-4;0.936;0.021;2.084;8.607;159.444;0.012;1.585;0.631;0.901
3196;3.774E-4;0.779;0.027;7.390;8.612;142.125;0.024;1.054;0.949;0.861
3197;2.323E-5;1.000;0.008;7.829;8.607;161.565;0.005;1.468;0.681;0.800
3198;3.252E-4;0.838;0.030;8.135;8.622;28.610;0.016;1.981;0.505;0.911
3199;5.052E-4;0.724;0.036;9.301;8.607;143.130;0.024;1.760;0.568;0.829
3200;5.806E-6;1.000;0.003;7.757;8.607;135.000;0.002;1.000;1.000;1.000
3201;7.374E-4;0.646;0.050;8.571;8.610;144.782;0.025;2.351;0.425;0.844
3202;1.742E-5;1.000;0.007;8.846;8.612;45.000;0.005;1.464;0.683;0.857
3203;6.968E-5;1.000;0.012;4.824;8.612;126.870;0.010;1.281;0.780;0.857
3204;2.032E-4;0.834;0.024;5.463;8.612;113.962;0.014;1.972;0.507;0.843
3205;3.484E-5;1.000;0.009;10.065;8.612;123.690;0.007;1.291;0.775;0.800
3206;5.864E-4;0.825;0.037;2.186;8.619;121.608;0.023;1.734;0.577;0.906
3207;1.161E-4;0.965;0.015;7.116;8.619;128.660;0.012;1.285;0.778;0.833
3208;0.002;0.534;0.069;8.839;8.655;10.125;0.046;1.863;0.537;0.770
3209;6.039E-4;0.944;0.032;0.858;8.651;63.435;0.027;1.142;0.875;0.924
3210;1.568E-4;0.677;0.020;3.171;8.634;14.036;0.014;1.463;0.683;0.761
3211;1.277E-4;0.988;0.016;6.376;8.624;153.435;0.012;1.233;0.811;0.863
3212;1.568E-4;1.000;0.016;4.200;8.627;116.565;0.014;1.059;0.945;0.885
3213;6.968E-5;1.000;0.012;4.048;8.639;53.130;0.010;1.135;0.881;0.857
3214;1.161E-4;0.965;0.015;4.819;8.643;71.565;0.012;1.157;0.864;0.833
3215;2.323E-5;1.000;0.007;6.494;8.629;135.000;0.005;1.000;1.000;1.000
3216;1.742E-5;1.000;0.007;2.472;8.631;135.000;0.005;1.464;0.683;0.857
3217;5.806E-6;1.000;0.003;5.448;8.634;135.000;0.002;1.000;1.000;1.000
3218;3.426E-4;0.733;0.030;7.388;8.651;28.610;0.018;1.871;0.535;0.849
3219;2.555E-4;0.930;0.022;7.222;8.655;63.435;0.018;1.123;0.891;0.871
3220;0.001;0.621;0.065;7.684;8.667;21.801;0.030;2.594;0.385;0.826
3221;6.968E-5;0.695;0.016;2.916;8.651;26.565;0.008;2.406;0.416;0.750
3222;1.277E-4;0.840;0.017;2.655;8.643;123.690;0.012;1.552;0.645;0.830
3223;1.161E-5;1.000;0.005;4.229;8.643;116.565;0.002;2.000;0.500;1.000
3224;5.806E-5;1.000;0.011;4.504;8.646;153.435;0.007;1.236;0.809;0.909
3225;4.064E-4;0.512;0.039;3.067;8.675;47.490;0.020;2.154;0.464;0.693
3226;1.219E-4;0.690;0.021;3.200;8.658;35.538;0.011;2.199;0.455;0.792
3227;3.426E-4;0.803;0.029;3.349;8.653;170.538;0.017;1.614;0.620;0.868
3228;3.484E-5;0.916;0.011;8.993;8.651;26.565;0.005;2.082;0.480;0.857
3229;4.761E-4;0.567;0.045;2.940;8.687;57.995;0.018;2.878;0.348;0.812
3230;2.555E-4;0.477;0.034;3.048;8.684;68.962;0.014;2.895;0.345;0.693
3231;4.006E-4;0.301;0.053;3.094;8.689;43.152;0.020;3.812;0.262;0.515
3232;5.806E-6;1.000;0.003;4.190;8.653;135.000;0.002;1.000;1.000;1.000
3233;1.161E-5;1.000;0.005;4.217;8.653;153.435;0.002;2.000;0.500;1.000
3234;3.019E-4;0.861;0.027;5.096;8.653;116.565;0.017;1.595;0.627;0.897
3235;5.690E-4;0.948;0.029;5.545;8.655;124.992;0.027;1.019;0.981;0.903
3236;2.903E-5;0.764;0.011;3.607;8.663;26.565;0.005;2.610;0.383;0.769
3237;4.181E-4;0.331;0.056;1.860;8.684;19.983;0.012;6.024;0.166;0.727
3238;8.129E-5;0.911;0.015;3.210;8.670;38.660;0.010;1.678;0.596;0.848
3239;4.355E-4;1.000;0.027;5.851;8.680;26.565;0.022;1.123;0.890;0.943
3240;6.155E-4;0.709;0.043;2.458;8.701;33.690;0.022;2.142;0.467;0.851
3241;8.710E-4;0.282;0.071;3.923;8.667;107.819;0.036;2.736;0.365;0.502
3242;4.123E-4;1.000;0.027;4.646;8.667;116.565;0.022;1.136;0.880;0.934
3243;1.626E-4;0.800;0.021;7.896;8.670;144.462;0.014;1.566;0.638;0.778
3244;1.161E-5;1.000;0.005;0.841;8.672;153.435;0.002;2.000;0.500;1.000
3245;2.903E-5;1.000;0.009;10.157;8.677;33.690;0.005;1.553;0.644;0.909
3246;5.806E-6;1.000;0.003;9.443;8.677;135.000;0.002;1.000;1.000;1.000
3247;9.058E-4;0.747;0.049;3.494;8.704;20.225;0.027;1.766;0.566;0.907
3248;4.471E-4;0.755;0.036;1.829;8.689;143.130;0.022;1.775;0.563;0.865
3249;5.806E-6;1.000;0.003;4.670;8.689;135.000;0.002;1.000;1.000;1.000
3250;0.001;0.360;0.081;5.296;8.725;26.565;0.038;2.956;0.338;0.681
3251;5.226E-5;1.000;0.011;5.453;8.694;153.435;0.007;1.536;0.651;0.857
3252;1.394E-4;1.000;0.015;7.624;8.694;128.660;0.012;1.076;0.929;0.889
3253;6.155E-4;0.909;0.034;7.229;8.708;171.870;0.026;1.286;0.778;0.895
3254;1.161E-5;1.000;0.005;7.378;8.701;153.435;0.002;2.000;0.500;1.000
3255;5.226E-5;1.000;0.011;8.231;8.704;116.565;0.007;1.536;0.651;0.857
3256;1.684E-4;0.977;0.019;0.841;8.725;60.255;0.012;1.496;0.669;0.921
3257;1.742E-5;1.000;0.007;3.439;8.716;45.000;0.005;1.464;0.683;0.857
3258;2.323E-5;1.000;0.007;1.863;8.718;135.000;0.005;1.000;1.000;1.000
3259;1.219E-4;0.511;0.019;9.952;8.718;119.745;0.010;1.966;0.509;0.778
3260;1.161E-5;1.000;0.005;2.694;8.720;153.435;0.002;2.000;0.500;1.000
3261;5.110E-4;0.511;0.046;6.887;8.764;71.565;0.022;2.169;0.461;0.769
3262;3.310E-4;0.889;0.027;7.889;8.720;142.125;0.018;1.563;0.640;0.905
3263;2.671E-4;0.795;0.027;8.530;8.733;15.255;0.014;1.769;0.565;0.876
3264;1.626E-4;1.000;0.018;8.841;8.725;164.055;0.012;1.312;0.762;0.903
3265;1.161E-5;1.000;0.005;5.349;8.723;116.565;0.002;2.000;0.500;1.000
3266;5.342E-4;0.464;0.043;6.843;8.764;73.610;0.028;1.435;0.697;0.679
3267;4.064E-5;0.800;0.011;7.398;8.733;63.435;0.006;1.895;0.528;0.737
3268;9.290E-5;1.000;0.015;8.928;8.733;38.660;0.010;1.568;0.638;0.914
3269;3.600E-4;0.771;0.027;8.147;8.728;142.125;0.023;1.036;0.965;0.838
3270;1.742E-5;1.000;0.007;0.622;8.735;45.000;0.005;1.464;0.683;0.857
3271;1.103E-4;0.575;0.024;2.060;8.747;45.000;0.009;3.656;0.273;0.704
3272;2.845E-4;0.497;0.037;3.581;8.764;66.801;0.016;3.075;0.325;0.705
3273;0.002;0.728;0.066;5.899;8.776;8.427;0.055;1.138;0.879;0.869
3274;1.510E-4;0.805;0.022;6.106;8.749;63.435;0.012;2.095;0.477;0.852
3275;2.671E-4;0.992;0.022;7.231;8.730;116.565;0.017;1.218;0.821;0.920
3276;5.806E-5;0.982;0.014;7.424;8.740;45.000;0.007;2.217;0.451;0.833
3277;1.045E-4;0.451;0.026;8.424;8.730;146.310;0.008;4.367;0.229;0.621
3278;2.032E-4;0.793;0.022;7.923;8.745;153.435;0.016;1.326;0.754;0.824
3279;0.003;0.390;0.094;5.393;8.827;67.380;0.067;1.583;0.632;0.649
3280;0.001;0.431;0.078;4.752;8.745;158.199;0.036;2.352;0.425;0.671
3281;1.858E-4;0.820;0.023;5.323;8.764;57.995;0.013;1.934;0.517;0.853
3282;1.742E-4;0.381;0.034;9.467;8.749;129.289;0.011;5.022;0.199;0.619
3283;6.677E-4;0.777;0.041;5.708;8.759;159.444;0.023;2.049;0.488;0.849
3284;6.968E-5;0.967;0.014;3.077;8.766;59.036;0.007;1.939;0.516;0.889
3285;4.355E-4;0.571;0.041;3.983;8.790;61.928;0.020;2.169;0.461;0.811
3286;6.968E-5;1.000;0.012;7.631;8.764;53.130;0.010;1.135;0.881;0.857
3287;1.103E-4;0.340;0.030;3.790;8.788;75.964;0.007;5.066;0.197;0.745
3288;3.019E-4;0.736;0.027;6.352;8.759;142.125;0.018;1.366;0.732;0.839
3289;4.355E-4;0.967;0.028;5.795;8.769;160.017;0.022;1.250;0.800;0.915
3290;9.000E-4;0.800;0.048;9.754;8.764;149.534;0.028;1.747;0.573;0.893
3291;4.761E-4;0.902;0.031;2.983;8.766;147.529;0.021;1.562;0.640;0.916
3292;1.568E-4;0.967;0.018;8.173;8.786;66.801;0.012;1.439;0.695;0.900
3293;1.452E-4;0.954;0.018;2.265;8.771;105.945;0.012;1.313;0.761;0.877
3294;2.206E-4;0.629;0.029;6.875;8.778;170.538;0.012;2.409;0.415;0.826
3295;4.645E-5;0.914;0.011;2.361;8.773;116.565;0.007;1.435;0.697;0.842
3296;5.806E-6;1.000;0.003;6.398;8.778;135.000;0.002;1.000;1.000;1.000
3297;4.587E-4;0.546;0.043;1.002;8.783;163.610;0.017;3.096;0.323;0.742
3298;6.968E-5;0.615;0.018;2.236;8.781;105.945;0.005;3.377;0.296;0.923
3299;7.548E-5;1.000;0.012;3.776;8.790;36.870;0.010;1.159;0.863;0.897
3300;4.064E-5;1.000;0.009;8.855;8.786;123.690;0.007;1.069;0.936;0.875
3301;1.161E-5;1.000;0.005;9.487;8.786;116.565;0.002;2.000;0.500;1.000
3302;2.032E-4;1.000;0.019;3.407;8.790;150.255;0.014;1.189;0.841;0.921
3303;3.484E-5;0.809;0.011;10.092;8.798;63.435;0.005;2.082;0.480;0.857
3304;1.510E-4;1.000;0.017;6.624;8.795;146.310;0.012;1.215;0.823;0.929
3305;6.387E-5;0.887;0.013;8.769;8.798;21.801;0.007;1.772;0.564;0.846
3306;4.819E-4;0.678;0.036;8.923;8.814;28.301;0.024;1.534;0.652;0.810
3307;2.613E-4;0.866;0.023;1.530;8.795;108.435;0.017;1.281;0.780;0.865
3308;1.684E-4;0.977;0.018;3.552;8.802;156.801;0.012;1.420;0.704;0.921
3309;1.103E-4;0.944;0.016;5.619;8.807;26.565;0.010;1.628;0.614;0.905
3310;4.064E-5;1.000;0.009;7.561;8.800;123.690;0.007;1.069;0.936;0.875
3311;7.026E-4;0.755;0.039;8.005;8.827;21.801;0.030;1.285;0.778;0.849
3312;3.484E-5;1.000;0.009;9.325;8.812;123.690;0.007;1.291;0.775;0.800
3313;1.510E-4;0.932;0.019;6.687;8.817;150.255;0.012;1.779;0.562;0.881
3314;1.684E-4;0.584;0.027;6.906;8.836;52.125;0.010;3.359;0.298;0.744
3315;4.645E-5;1.000;0.010;7.439;8.814;135.000;0.007;1.229;0.814;0.941
3316;6.387E-5;1.000;0.012;7.451;8.814;143.130;0.007;1.372;0.729;0.957
3317;6.387E-5;0.887;0.013;1.564;8.831;68.199;0.007;1.772;0.564;0.846
3318;5.226E-5;1.000;0.011;4.672;8.819;116.565;0.007;1.536;0.651;0.857
3319;2.903E-5;1.000;0.009;4.928;8.829;56.310;0.005;1.553;0.644;0.909
3320;1.103E-4;1.000;0.014;6.877;8.831;30.964;0.012;1.161;0.861;0.884
3321;6.968E-5;0.967;0.013;7.899;8.822;158.199;0.007;1.756;0.570;0.889
3322;0.001;0.743;0.050;8.142;8.872;75.964;0.037;1.108;0.902;0.846
3323;4.645E-5;0.820;0.013;4.908;8.834;21.801;0.005;2.564;0.390;0.889
3324;7.548E-5;1.000;0.012;5.566;8.836;36.870;0.010;1.159;0.863;0.897
3325;2.323E-5;1.000;0.007;1.863;8.834;135.000;0.005;1.000;1.000;1.000
3326;0.002;0.692;0.067;6.046;8.880;37.694;0.036;2.195;0.456;0.859
3327;1.161E-4;0.994;0.016;6.969;8.834;116.565;0.010;1.500;0.667;0.909
3328;5.806E-6;1.000;0.003;6.913;8.839;135.000;0.002;1.000;1.000;1.000
3329;3.484E-5;1.000;0.009;3.159;8.841;123.690;0.007;1.291;0.775;0.800
3330;8.129E-5;1.000;0.014;0.639;8.860;59.036;0.007;1.662;0.602;0.966
3331;2.671E-4;0.809;0.026;7.272;8.848;111.801;0.014;1.753;0.571;0.893
3332;3.948E-4;1.000;0.026;7.860;8.872;41.186;0.022;1.112;0.900;0.907
3333;1.103E-4;0.879;0.016;8.740;8.865;63.435;0.010;1.386;0.722;0.905
3334;3.484E-5;1.000;0.009;6.908;8.860;33.690;0.007;1.291;0.775;0.800
3335;1.568E-4;0.857;0.021;4.619;8.865;20.556;0.010;1.916;0.522;0.915
3336;2.903E-5;1.000;0.009;6.398;8.855;123.690;0.005;1.553;0.644;0.909
3337;1.277E-4;0.922;0.018;6.940;8.858;105.945;0.010;1.620;0.617;0.898
3338;1.219E-4;0.971;0.017;6.511;8.863;146.310;0.010;1.679;0.595;0.933
3339;1.742E-5;1.000;0.007;6.923;8.863;135.000;0.005;1.464;0.683;0.857
3340;4.064E-4;0.396;0.041;7.713;8.889;20.556;0.020;2.638;0.379;0.625
3341;5.806E-5;0.519;0.019;5.949;8.867;140.194;0.007;3.512;0.285;0.645
3342;5.806E-6;1.000;0.003;9.559;8.870;135.000;0.002;1.000;1.000;1.000
3343;3.658E-4;0.582;0.040;4.455;8.904;52.431;0.016;3.071;0.326;0.768
3344;1.219E-4;0.943;0.015;8.361;8.872;108.435;0.012;1.183;0.845;0.857
3345;1.219E-4;1.000;0.016;1.104;8.877;153.435;0.010;1.475;0.678;0.933
3346;1.103E-4;1.000;0.017;4.651;8.877;146.310;0.010;1.795;0.557;0.905
3347;2.903E-5;1.000;0.009;4.316;8.882;146.310;0.005;1.553;0.644;0.909
3348;1.161E-5;1.000;0.005;1.128;8.884;153.435;0.002;2.000;0.500;1.000
3349;8.710E-5;1.000;0.014;2.383;8.884;149.036;0.010;1.435;0.697;0.882
3350;3.484E-5;1.000;0.009;4.677;8.884;123.690;0.005;1.500;0.667;1.000
3351;7.548E-5;0.956;0.013;3.737;8.889;158.199;0.007;1.551;0.645;0.929
3352;1.974E-4;0.972;0.019;8.761;8.887;119.745;0.015;1.250;0.800;0.872
3353;6.968E-5;1.000;0.012;6.039;8.892;126.870;0.007;1.333;0.750;1.000
3354;4.819E-4;0.614;0.041;8.860;8.911;20.556;0.019;2.232;0.448;0.830
3355;1.161E-5;1.000;0.005;0.651;8.894;116.565;0.002;2.000;0.500;1.000
3356;2.323E-5;1.000;0.007;1.952;8.894;135.000;0.005;1.000;1.000;1.000
3357;1.452E-4;0.821;0.018;4.655;8.894;156.801;0.014;1.282;0.780;0.820
3358;2.497E-4;0.762;0.029;3.123;8.896;145.008;0.012;2.540;0.394;0.878
3359;3.948E-4;0.649;0.040;9.735;8.901;142.431;0.016;3.075;0.325;0.824
3360;6.968E-5;0.967;0.014;5.961;8.906;120.964;0.007;1.939;0.516;0.889
3361;1.800E-4;0.886;0.022;7.475;8.923;40.601;0.012;1.962;0.510;0.873
3362;1.219E-4;0.880;0.017;7.704;8.906;123.690;0.012;1.468;0.681;0.857
3363;1.161E-5;1.000;0.005;4.776;8.911;153.435;0.002;2.000;0.500;1.000
3364;8.129E-5;0.993;0.013;6.754;8.911;111.801;0.010;1.264;0.791;0.848
3365;9.871E-5;0.985;0.013;8.610;8.911;111.801;0.012;1.044;0.957;0.850
3366;1.742E-5;1.000;0.007;3.771;8.913;135.000;0.005;1.464;0.683;0.857
3367;2.671E-4;0.730;0.027;6.802;8.928;15.255;0.014;2.253;0.444;0.860
3368;8.245E-4;0.619;0.046;2.275;8.937;18.435;0.031;1.540;0.650;0.828
3369;1.742E-5;1.000;0.007;4.210;8.923;45.000;0.005;1.464;0.683;0.857
3370;1.684E-4;0.691;0.023;4.663;8.930;32.005;0.013;2.005;0.499;0.763
3371;1.277E-4;0.922;0.018;3.024;8.942;66.801;0.010;1.736;0.576;0.898
3372;1.858E-4;0.991;0.019;3.475;8.940;29.745;0.014;1.277;0.783;0.889
3373;1.219E-4;0.943;0.017;3.788;8.928;146.310;0.012;1.534;0.652;0.875
3374;1.161E-5;1.000;0.005;4.682;8.930;116.565;0.002;2.000;0.500;1.000
3375;6.968E-5;0.967;0.013;6.829;8.930;111.801;0.007;1.579;0.633;0.889
3376;5.806E-6;1.000;0.003;2.658;8.935;135.000;0.002;1.000;1.000;1.000
3377;3.484E-5;1.000;0.009;3.263;8.935;123.690;0.007;1.291;0.775;0.800
3378;5.806E-5;0.536;0.015;4.564;8.942;18.435;0.007;2.106;0.475;0.690
3379;9.290E-5;1.000;0.014;2.612;8.945;30.964;0.010;1.314;0.761;0.914
3380;8.710E-5;0.898;0.016;3.272;8.945;153.435;0.007;1.919;0.521;0.938
3381;0.002;0.411;0.087;4.781;8.954;165.579;0.038;2.834;0.353;0.661
3382;1.394E-4;0.978;0.015;7.961;8.947;128.660;0.014;1.064;0.940;0.842
3383;0.001;0.906;0.046;0.971;8.959;132.879;0.043;1.030;0.971;0.929
3384;2.381E-4;0.789;0.026;4.880;8.957;131.186;0.017;1.510;0.662;0.863
3385;3.077E-4;0.916;0.025;9.212;8.966;163.301;0.017;1.420;0.704;0.914
3386;5.806E-6;1.000;0.003;1.906;8.961;135.000;0.002;1.000;1.000;1.000
3387;2.323E-5;1.000;0.007;10.094;8.961;135.000;0.005;1.000;1.000;1.000
3388;9.290E-5;0.526;0.022;7.212;8.983;26.565;0.008;3.493;0.286;0.696
3389;2.903E-4;0.621;0.033;7.528;8.998;53.973;0.015;2.713;0.369;0.758
3390;3.077E-4;0.794;0.029;7.072;8.973;138.366;0.017;1.767;0.566;0.862
3391;8.710E-5;1.000;0.014;6.280;8.978;120.964;0.007;1.667;0.600;1.000
3392;4.645E-5;0.914;0.011;1.545;8.993;63.435;0.007;1.554;0.644;0.800
3393;5.806E-4;0.703;0.043;9.260;8.986;141.843;0.022;2.198;0.455;0.866
3394;5.226E-4;0.550;0.050;5.007;8.986;144.782;0.017;3.627;0.276;0.822
3395;8.245E-4;0.441;0.052;7.740;9.007;158.199;0.037;1.944;0.515;0.612
3396;3.484E-5;1.000;0.009;1.554;8.988;146.310;0.005;1.500;0.667;1.000
3397;1.568E-4;0.993;0.017;8.205;8.988;146.310;0.012;1.172;0.853;0.947
3398;1.452E-4;0.821;0.018;1.569;8.998;156.801;0.014;1.139;0.878;0.781
3399;5.806E-6;1.000;0.003;4.827;8.993;135.000;0.002;1.000;1.000;1.000
3400;1.684E-4;0.920;0.019;6.173;9.014;60.255;0.012;1.510;0.662;0.921
3401;6.387E-5;0.976;0.012;1.995;9.007;36.870;0.009;1.450;0.689;0.846
3402;4.645E-5;1.000;0.010;5.181;9.012;45.000;0.007;1.229;0.814;0.941
3403;1.742E-5;1.000;0.007;5.304;9.010;45.000;0.005;1.464;0.683;0.857
3404;1.161E-4;0.898;0.017;7.292;9.022;45.000;0.012;1.468;0.681;0.851
3405;4.181E-4;0.445;0.041;2.349;9.014;110.556;0.019;2.999;0.333;0.646
3406;2.729E-4;0.812;0.028;4.407;9.031;30.964;0.015;1.914;0.522;0.895
3407;5.226E-5;0.638;0.015;5.595;9.014;128.660;0.006;3.208;0.312;0.692
3408;5.052E-4;0.826;0.034;1.680;9.017;129.289;0.024;1.339;0.747;0.879
3409;0.002;0.545;0.064;7.933;9.075;34.287;0.046;1.252;0.799;0.745
3410;6.387E-5;0.715;0.015;6.169;9.024;141.340;0.008;2.189;0.457;0.786
3411;4.064E-5;0.943;0.011;6.183;9.034;63.435;0.005;1.936;0.517;0.933
3412;1.742E-5;1.000;0.007;2.378;9.027;135.000;0.005;1.464;0.683;0.857
3413;2.323E-5;0.857;0.009;1.111;9.029;146.310;0.005;2.000;0.500;0.800
3414;1.045E-4;1.000;0.015;4.696;9.041;51.340;0.010;1.362;0.734;0.947
3415;1.161E-5;1.000;0.005;7.745;9.029;153.435;0.002;2.000;0.500;1.000
3416;0.002;0.660;0.061;10.289;9.089;64.440;0.054;1.031;0.970;0.815
3417;0.001;0.833;0.054;0.846;9.036;125.838;0.031;1.748;0.572;0.930
3418;8.013E-4;0.620;0.053;3.159;9.036;108.435;0.023;2.558;0.391;0.865
3419;1.161E-5;1.000;0.005;4.412;9.043;153.435;0.002;2.000;0.500;1.000
3420;7.200E-4;0.720;0.048;0.976;9.075;26.565;0.025;2.098;0.477;0.883
3421;1.742E-4;0.877;0.021;8.566;9.058;35.538;0.012;1.675;0.597;0.896
3422;8.361E-4;0.628;0.053;6.923;9.077;30.069;0.025;2.253;0.444;0.835
3423;5.806E-6;1.000;0.003;7.658;9.051;135.000;0.002;1.000;1.000;1.000
3424;1.742E-5;1.000;0.007;5.617;9.053;135.000;0.005;1.464;0.683;0.857
3425;1.742E-5;1.000;0.007;5.778;9.055;135.000;0.005;1.464;0.683;0.857
3426;9.290E-5;1.000;0.015;7.663;9.055;141.340;0.010;1.568;0.638;0.914
3427;5.806E-6;1.000;0.003;10.111;9.067;135.000;0.002;1.000;1.000;1.000
3428;9.290E-5;1.000;0.014;4.793;9.082;149.036;0.010;1.234;0.810;0.889
3429;7.548E-5;0.922;0.014;6.340;9.087;120.964;0.009;1.714;0.583;0.839
3430;3.484E-5;1.000;0.009;9.894;9.092;33.690;0.007;1.291;0.775;0.800
3431;3.484E-5;1.000;0.009;1.600;9.096;33.690;0.007;1.291;0.775;0.800
3432;5.806E-6;1.000;0.003;4.812;9.092;135.000;0.002;1.000;1.000;1.000
3433;2.729E-4;0.593;0.032;6.940;9.106;26.565;0.013;3.138;0.319;0.803
3434;2.555E-4;0.949;0.024;5.070;9.096;156.038;0.014;1.532;0.653;0.926
3435;1.335E-4;1.000;0.016;2.451;9.116;63.435;0.012;1.235;0.809;0.885
3436;2.671E-4;0.992;0.022;10.019;9.118;26.565;0.017;1.163;0.860;0.920
3437;5.806E-6;1.000;0.003;3.800;9.108;135.000;0.002;1.000;1.000;1.000
3438;4.645E-5;0.567;0.015;10.330;9.120;51.340;0.005;3.665;0.273;0.727
3439;6.910E-4;0.705;0.046;7.860;9.152;62.103;0.022;2.204;0.454;0.878
3440;2.323E-5;1.000;0.007;2.793;9.113;135.000;0.005;1.000;1.000;1.000
3441;5.806E-6;1.000;0.003;4.730;9.113;135.000;0.002;1.000;1.000;1.000
3442;0.001;0.531;0.057;3.759;9.149;12.265;0.043;1.379;0.725;0.751
3443;6.968E-5;1.000;0.012;7.569;9.116;126.870;0.010;1.135;0.881;0.857
3444;2.381E-4;0.884;0.023;8.692;9.125;18.435;0.014;1.633;0.612;0.882
3445;2.323E-5;1.000;0.008;9.593;9.116;161.565;0.005;1.468;0.681;0.800
3446;9.290E-5;0.526;0.021;0.716;9.120;159.444;0.009;3.299;0.303;0.640
3447;0.002;0.231;0.093;1.853;9.135;148.782;0.065;1.760;0.568;0.451
3448;6.910E-4;0.519;0.053;8.272;9.130;161.565;0.024;3.042;0.329;0.732
3449;5.806E-6;1.000;0.003;6.959;9.123;135.000;0.002;1.000;1.000;1.000
3450;5.806E-6;1.000;0.003;3.104;9.130;135.000;0.002;1.000;1.000;1.000
3451;9.871E-5;0.820;0.015;7.246;9.145;71.565;0.010;1.411;0.709;0.810
3452;3.484E-5;1.000;0.009;1.265;9.133;123.690;0.007;1.291;0.775;0.800
3453;0.001;0.439;0.071;2.677;9.133;113.962;0.034;2.566;0.390;0.685
3454;6.968E-5;1.000;0.014;8.810;9.133;135.000;0.009;1.651;0.606;0.889
3455;2.439E-4;0.888;0.024;5.533;9.152;36.870;0.015;1.710;0.585;0.866
3456;1.858E-4;0.885;0.022;3.496;9.164;49.399;0.014;1.645;0.608;0.901
3457;8.129E-4;0.494;0.054;4.728;9.149;110.854;0.024;2.858;0.350;0.747
3458;4.587E-4;0.708;0.038;1.870;9.152;153.435;0.020;1.986;0.503;0.832
3459;9.290E-5;0.927;0.014;3.089;9.164;59.036;0.012;1.205;0.830;0.800
3460;5.806E-6;1.000;0.003;5.651;9.152;135.000;0.002;1.000;1.000;1.000
